"Name of Satellite, Alternate Names","Current Official Name of Satellite","Country/Org of UN Registry","Country of Operator/Owner",Operator/Owner,Users,Purpose,"Detailed Purpose","Class of Orbit","Type of Orbit","Longitude of GEO (degrees)","Perigee (km)","Apogee (km)",Eccentricity,"Inclination (degrees)","Period (minutes)","Launch Mass (kg.)","Dry Mass (kg.)","Power (watts)","Date of Launch","Expected Lifetime (yrs.)",Contractor,"Country of Contractor","Launch Site","Launch Vehicle","COSPAR Number","NORAD Number",Comments
Centauri-1,Centauri-1,Australia,Australia,"Fleet Space Technologies",Commercial,Communications,,LEO,Sun-Synchronous,0,476,500,0.0017497812773403325,97,95,4,,,2018/11/29,,"Pumpkin Space Systems",USA,"Satish Dhawan Space Centre",PSLV,2018-099BD,43809,"Test cubesat."
Centauri-2,Centauri-2,Australia,Australia,"Fleet Space Technologies",Commercial,"Technology Development",,LEO,Sun-Synchronous,0,573,591,0.001294591484464902,97.7,96.3,4,,,2018/12/03,,"Pumpkin Space Systems",USA,"Vandenberg AFB","Falcon 9",2018-096D,43722,"Demonstration of IoT technologies."
Centispace-1-S1,Centispace-1-S1,China,China,"Beijing Future Navigation Technology Co. Ltd.",Commercial,"Technology Development",,LEO,Sun-Synchronous,0,700,719,0.0013419026767427077,98.2,98.8,100,,,2018/09/29,,"Innovation Academy for Microsatellites",China,"Jiuquan Satellite Launch Center",Kuaizhou,2018-075A,43636,"Demonstration satellite for network to augment navigation services."
"CeReS (Compact Radiation belt Explorer)",CeReS,NR,USA,"NASA Goddard Space Flight Center",Government,"Space Science",,LEO,Polar,0,494,511,0.0012368133866860677,85.04,94.6,4,,,2018/12/16,,"NASA Goddard Space Flight Center",USA,"Rocket Lab Launch Complex 1",Electron,2018-104E,43853,"High energy particle measurement in Earth's radiation belt."
"CERES 1 (CapacitÉ de Renseignement Électromagnétique Spatiale)",CERES,"NR (1/22)",France,"Ministry of Armed Forces",Military,"Earth Observation","Electronic Intelligence",LEO,Polar,0,669,672,0.00021305305020950216,75,,400,,,2021/11/16,,"Thales Alenia Space",UK,"Guiana Space Center",Vega,2021-105A,49464,"Will collect information on radio frequency and radar installations for the French military."
"CERES 2 (CapacitÉ de Renseignement Électromagnétique Spatiale)",CERES,"NR (1/22)",France,"Ministry of Armed Forces",Military,"Earth Observation","Electronic Intelligence",LEO,Polar,0,671,672,7.100759781296599E-05,74.85,,400,,,2021/11/16,,"Thales Alenia Space",UK,"Guiana Space Center",Vega,2021-105B,49465,"Will collect information on radio frequency and radar installations for the French military."
"CERES 3 (CapacitÉ de Renseignement Électromagnétique Spatiale)",CERES,"NR (1/22)",France,"Ministry of Armed Forces",Military,"Earth Observation","Electronic Intelligence",LEO,Polar,0,670,673,0.00021302279343889797,75,,400,,,2021/11/16,,"Thales Alenia Space",UK,"Guiana Space Center",Vega,2021-105C,49466,"Will collect information on radio frequency and radar installations for the French military."
"CE-SAT-1 (Canon Electric Satellite 1)",CE-SAT-1,Japan,Japan,"Canon Electronics ",Commercial,"Technology Development","Optical Imaging",LEO,Sun-Synchronous,0,497,517,0.0014541224371092047,97.45,94.76,3,,,2017/06/22,,"Canon Electronics Space Technology Laboratory",Japan,"Satish Dhawan Space Centre",PSLV,2017-036E,42769,"Create a high-resolution Earth-imaging system by combining a Cassegrain telescope with a conventional Canon image sensor found in the firm’s EOS product line."
"CE-SAT-2B (Canon Electric Satellite 2B)",CE-SAT-2B,Japan,Japan,"Canon Electronics ",Commercial,"Technology Demonstration","Optical Imaging",LEO,Sun-Synchronous,0,507,523,0.0011619462599854757,97.5,94.2,36,,,2020/10/28,2,"Canon Electronics Space Technology Laboratory",Japan,"Rocket Lab Launch Complex 1",Electron,2020-077F,46818,"2 year demonstration mission on three types of cameras."
"Cesium Satellite 1","Cesium Satellite 1","NR (1/22)",USA,"Defense Innovation Unit/Cesium Astro",Military,"Technology Development",,LEO,Sun-Synchronous,0,550,580,0.0021629416005767843,97.6,96.2,10,10,,2021/09/27,,"Cesium Astro",USA,"Vandenberg AFB","Atlas 5",2021-088B,49261,"Cesium plans to demonstrate the performance of its Ka-band active phased array, software-defined radio and single-board computer, a device about the size of a credit card."
"Cesium Satellite 2","Cesium Satellite 2","NR (1/22)",USA,"Defense Innovation Unit/Cesium Astro",Military,"Technology Development",,LEO,Sun-Synchronous,0,550,580,0.0021629416005767843,97.6,96.2,10,10,,2021/09/27,,"Cesium Astro",USA,"Vandenberg AFB","Atlas 5",2021-088C,49262,"Cesium plans to demonstrate the performance of its Ka-band active phased array, software-defined radio and single-board computer, a device about the size of a credit card."
"CFESat (Cibola Flight Experiment Satellite)",CFESat,USA,USA,"Los Alamos National Laboratory",Government,"Technology Development",,LEO,"Non-Polar Inclined",0,538,544,0.0004340905802344089,35.4,95.5,159,,110,2007/03/09,,"Surrey Satellite Technology Ltd.",UK,"Cape Canaveral","Atlas 5",2007-006F,30777,"A number of experiments, including a prototype supercomputer designed to process data onboard rather than sending raw information directly to Earth."
"CFOSat (China-France Oceanography Satellite)",CFOSat,China,China/France,"China National Space Administration (CNSA)/National Centre for Space Studies (CNES)",Government,"Earth Observation",Meteorology,LEO,Sun-Synchronous,0,509,523,0.0010165553296543712,97.5,95,700,,,2018/10/28,3,"China Academy of Space Technology (CAST)/National Centre for Space Studies (CNES)",China/France,"Jiuquan Satellite Launch Center","Long March 2C",2018-083A,43662,"Joint mission of the Chinese (CNSA) and French (CNES) space agencies with goal of monitoring ocean surface winds and waves and providing information on related ocean and atmospheric science and applications."
"Challenge One","Challenge One",Russia,Tunisia,"TELNET Holding",Commercial,"Technology Development",,LEO,Sun-Synchronous,0,535,564,0.0020955271334634007,97.5,95.4,3,,,2021/03/22,,"TELNET Holding",Tunisia,"Baikonur Cosmodrome",Soyuz-2.1a,2021-022AA,47956,"Designed to transmit data from connected objects (Internet of connected objects -idO or IoT)."
"Chandra X-Ray Observatory (CXO)","Chandra X-Ray Observatory (CXO)",USA,USA,"National Aeronautics and Space Administration (NASA) Goddard Space Flight Center",Government,"Space Science",,Elliptical,"Deep Highly Eccentric",0,9999,138825,0.7973682255948107,28.5,3808.92,4742,,2500,1999/07/23,5,"TRW Space and Electronics",USA,"Cape Canaveral","Space Shuttle (STS 93)",1999-040B,25867,"X-ray astronomy."
"Changshagaoxin (TY 4-01) ","Changshagaoxin ",NR,China,"Spacety Aerospace Company",Commercial,"Technology Development",,LEO,Sun-Synchronous,0,505,522,0.0012348369288879204,97.4,94.9,8,,,2018/10/29,,"Tianyi Research Institute",China,"Jiuquan Satellite Launch Center","Long March 2C",2018-083H,43669,"Amateur radio and technology development."
"Chao Fenbianlu Duo Guangpu Chengxiang Weixing (Ultra-resolution multispectral imaging satellite)","Chao Fenbianlu",China,China,"Shanghai Engineering Center for Microsatellites",Government,"Earth Observation ","Multispectral Imaging",LEO,Sun-Synchronous,0,690,720,0.0021201413427561835,98.1,98.87,50,,,2016/12/21,,"Shanghai Engineering Center for Microsatellites",China,"Jiuquan Satellite Launch Center","Long March 2D",2016-081B,41899,"Multispectral imaging."
Chaohu-1,Chaohu-1,"NR (4/22)",China,"Spacety Co. Ltd.",Commercial,"Earth Observation","Radar Imaging",LEO,Sun-Synchronous,0,523,549,0.001882421083116131,97.5,94.5,325,,,2022/02/27,,"Spacety Co. Ltd.",China,"Wenchang Space Center","Long March 8",2022-019V,51843,
"CHASE (Chinese Hydrogen Alpha Solar Explorer, Xihe)",CHASE,"NR (1/22)",China,"Nanjing University",Government,"Space Science",,LEO,Sun-Synchronous,0,500,519,0.0013809143106330401,97.5,94.2,500,,,2021/10/14,3,"Shanghai Institute of Satellite Engineering at the Shanghai Academy of Spaceflight Technology",China,"Taiyuan Launch Center","Long March 2D",2021-091A,49315,"Solar research and technology demonstration satellite, carries a solar telescope tuned to monitor the sun in the hydrogen alpha spectrum."
"Chefsat-2 (Cost-effective High E-Frequency Satellite)",Chefsat-2,USA,USA,"Naval Research Laboratory",Military,"Technology Development",,LEO,"Non-Polar Inclined",0,444,459,0.0010994649270688265,51.6,93.6,,,,2019/02/13,,"Naval Research Laboratory",USA,Cygnus,"Nanorack Deployer",2018-092E,44044,
"CHEOPS (CHaracterising ExOPlanet Satellite)",CHEOPS,ESA,ESA,"European Space Agency (ESA)",Government,"Space Science",,LEO,Sun-Synchronous,0,697,708,0.0007776599505125487,98.2,98.8,273,,,2019/12/18,5,"European Space Agency","ESA/EADS CASA Espacio","Guiana Space Center",Soyuz,2019-092B,44874,
"CHOMPTT (CubeSat Handling Of Multisystem Precision Time Transfer)",CHOMPTT,NR,USA,"University of Florida",Government/Civil,"Technology Development",,LEO,Polar,0,491,511,0.0014553922282055014,85.03,94.6,4,,,2018/12/16,,"University of Florida",USA,"Rocket Lab Launch Complex 1",Electron,2018-104G,43855,"Equipped with atomic clocks to be synchronized with a ground clock via laser pulses."
"Chuangxin 1-1 (Innovation 1-1, Chuang Xin 1, CX-1-1)","Chuangxin 1-1",China,China,"Chinese Academy of Sciences",Government,Communications,,LEO,Sun-Synchronous,0,729,748,0.0013364282197369346,98.5,99.6,100,,,2003/10/21,,"Chinese Academy of Sciences",China,"Taiyuan Launch Center","Long March 3B",2003-049B,28058,"Prototype of advanced telecommunications satellite for LEO."
"Chuangxin 1-2 (Innovation 1-2)","Chuangxin 1-2",China,China,"Chinese Academy of Sciences",Government,"Earth Observation","Optical Imaging/Meterology",LEO,Sun-Synchronous,0,785,804,0.0013259822737106566,98.5,98.5,100.8,,,2008/11/05,,"Chinese Academy of Sciences",China,"Jiuquan Satellite Launch Center","Long March 2D",2008-056B,33434,"Collect and relay hydrological and meteorological data and data for disaster relief."
"Chuangxin 1-3 (Innovation 1-3)","Chuangxin 1-3",China,China,"Chinese Academy of Sciences",Government,"Earth Observation","Optical Imaging/Meterology",LEO,Sun-Synchronous,0,784,804,0.0013958682300390843,98.5,100.7,100,,,2011/11/20,,"Chinese Academy of Sciences",China,"Jiuquan Satellite Launch Center","Long March 2D",2011-068A,37930,"Collect and relay hydrological and meteorological data and data for disaster relief."
"Chuangxin 1-4 (Innovation 1-4)","Chuangxin 1-4",China,China,"Chinese Academy of Sciences",Government,"Earth Observation","Optical Imaging/Meterology",LEO,Sun-Synchronous,0,778,809,0.002163746771829413,98.46,100.74,100,,,2014/09/04,,"Chinese Academy of Sciences","China ","Jiuquan Satellite Launch Center","Long March 2D",2014-051B,40137,"Collect and relay hydrological and meteorological data and data for disaster relief."
Chuangxin-3,Chuangxin-3,China,China,"Chinese Academy of Sciences",Government,"Technology Development",,LEO,Sun-Synchronous,0,665,672,0.0004972650422675286,98.03,96.43,200,,,2013/07/19,,"Chinese Academy of Sciences",China,"Taiyuan Launch Center","Long March 2C",2013-037B,39209,"Equipped with a system for testing a manipulator arm, maybe a proof of concept for use on China's upcoming space station."
"Cicero-10 (Community Initiative for Cellular Earth Remote Observation-10)",Cicero-10,NR,USA,"GeoOptics Inc.",Commercial,"Earth Observation",Meteorology,LEO,Polar,0,499,517,0.001308519918580983,85,94.8,10,,,2018/11/10,,"Tyvak Nanosatellite Systems",USA,"Rocket Lab Launch Complex 1",Electron,2018-088A,43690,
Cicero-2,Cicero-2,NR,USA,"GeoOptics Inc.",Commercial,"Earth Observation",Meteorology,LEO,Sun-Synchronous,0,586,602,0.0011487650775416428,97.6,96.6,10,,,2017/07/14,,"Tyvak Nanosatellite Systems",USA,"Baikonur Cosmodrome",Soyuz-2.1a,2017-042Z,42848,"Provide an array of 24 microsatellites in LEO, designed to perform Global Navigation Satellite System (GNSS) radio occultation measurements."
Cicero-3,Cicero-3,NR,USA,"GeoOptics Inc.",Commercial,"Earth Observation",Meteorology,LEO,Sun-Synchronous,0,586,602,0.0011487650775416428,97.6,96.6,10,,,2017/07/14,,"Tyvak Nanosatellite Systems",USA,"Baikonur Cosmodrome",Soyuz-2.1a,2017-042AA,42849,"Provide an array of 24 microsatellites in LEO, designed to perform Global Navigation Satellite System (GNSS) radio occultation measurements."
"Cicero-6 (Community Initiative for Cellular Earth Remote Observation-6)",Cicero-6,NR,USA,"GeoOptics Inc.",Commercial,"Earth Observation",Meteorology,LEO,Sun-Synchronous,0,496,515,0.001381717693258672,97.45,94.7,10,,8,2017/06/23,,"Tyvak Nanosatellite Systems",USA,"Satish Dhawan Space Centre",PSLV,2017-036AE,42793,"Demonstrate radio occultation observations for a commercial customer"
"Cicero-7 (Community Initiative for Cellular Earth Remote Observation-7)",Cicero-7,NR,USA,"GeoOptics Inc.",Commercial,"Earth Observation",Meteorology,LEO,Sun-Synchronous,0,493,504,0.0008007570794205431,97.5,94.5,10,,,2018/01/11,,"Tyvak Nanosatellite Systems",USA,"Satish Dhawan Space Centre",PSLV,2018-004AJ,43143,
"Cicero-8 (Community Initiative for Cellular Earth Remote Observation-8)",Cicero-8,NR,USA,"GeoOptics Inc.",Commercial,"Earth Observation",Meteorology,LEO,Sun-Synchronous,0,485,500,0.001092896174863388,97.5,94.5,10,,,2018/11/29,,"Tyvak Nanosatellite Systems",USA,"Satish Dhawan Space Centre",PSLV,2018-096U,43737,
Ciel-2,Ciel-2,Canada,Canada,"Ciel Satellite Group",Commercial,Communications,,GEO,,-129,35782,35788,7.116593523899893E-05,0.05,1436.05,5585,,,2008/12/10,15,"Thales Alenia Space",France,"Baikonur Cosmodrome","Proton M",2008-063A,33453,"Digital television; 32 Ku-band transponders."
"CINEMA-1 (Cubesat for Ion, Neutral, Electron, Magnetic fields)",CINEMA-1,USA,USA,"University of California-Berkeley/Imperial College-London",Civil,"Space Science",,LEO,"Non-Polar Inclined",0,484,791,0.021905101676774882,64.6,97.4,3.15,,,2012/09/13,,"Space Sciences Laboratory (SSL) of the University of California Berkeley; Kyung Hee University (KHU), Imperial College London",USA,"Vandenberg AFB","Atlas 5",2012-048G,38764,"Study of space weather effects in near-Earth space."
"CIRiS (Compact Radiometer in Space)",CiRiS,USA,USA,"Utah State University",Commercial/Civil,"Technology Development",,LEO,"Non-Polar Inclined",0,458,474,0.0011702750146284377,51.6,93.9,9,,,2020/01/31,,"Utah State University/Ball Aerospace/NASA",USA,Cygnus,"SEOPS Slingshot Deployer",2019-071L,45121,"Technology demonstration mission of a imaging radiometer instrument for the 7 to 13 um infrared wavelength range."
"CLIO (USA 257)","USA 257",USA,USA,"Unknown US agency",Military,Communications,,GEO,,106,35736,35854,0.001399264793074825,0.04,1436.5,,,,2014/09/16,,"Lockheed Martin",USA,"Cape Canaveral","Atlas 5",2014-055A,40208,"Possibly signals intelligence satellite."
Cloudsat,Cloudsat,USA,USA,"National Aeronautics and Space Administration (NASA)/Colorado State University",Government/Civil,"Earth Observation","Radar Imaging",LEO,Sun-Synchronous,0,702,703,7.069635913750442E-05,98.2,98.8,848,,570,2006/04/28,2,"NASA Jet Propulsion Laboratory",USA,"Vandenberg AFB","Delta 2",2006-016A,29107,"Joins Aqua, Parasol, Aura, and Calipso in A-Train; meteorological satellite, carries single radar to obtain the reflectivity of clouds."
"CMS-1 (GSAT 12R)",CMS-1,India,India,"Indian Space Research Organization (ISRO)",Government,Communications,,GEO,,78,35778,35795,0.00020162964192947707,0.08,1436.1,1500,,,2020/12/17,15,"Indian Space Research Organization (ISRO)",India,"Satish Dhawan Space Centre",PSLV-XL,2020-099A,47256,
CNCE-1,CNCE-1,USA,USA,"Department of Defense/Missile Defense Agency",Military,Communications,,LEO,,0,494,521,0.0019629225736095966,60.7,94.7,5,,,2021/06/30,,Unknown,USA,"Virgin Orbit",LauncherOne,2021-058D,48875,"“Will replicate an advanced on-orbit concept of operations involving satellite-to-satellite communications and satellite-to-ground communications in the space environment,”"
CNCE-3,CNCE-3,USA,USA,"Department of Defense/Missile Defense Agency",Military,Communications,,LEO,,0,494,521,0.0019629225736095966,60.7,94.7,5,,,2021/06/30,,Unknown,USA,"Virgin Orbit",LauncherOne,2021-058E,48874,"“Will replicate an advanced on-orbit concept of operations involving satellite-to-satellite communications and satellite-to-ground communications in the space environment,”"
"Compass-2 (QB50-DE04)",Compass-2,Belgium,Germany,"FH Aachen",Government/Civil,"Technology Development",,LEO,Sun-Synchronous,0,496,513,0.001236453560258928,97.45,94.6,4.5,,,2017/06/23,,"FH Aachen",Germany,"Satish Dhawan Space Centre",PSLV,2017-036N,42777,"Dragsail satellite - technology development."
"COMS-1 (Communication, Ocean and Meteorological Satellite; Cheollian)",COMS-1,"South Korea","South Korea","Korea Aerospace Research Institute (KARI)",Government,"Earth Observation/Communications","Optical Imaging/Meteorology",GEO,,128,35783,35791,9.48834120074958E-05,0.01,1436.1,2460,,,2010/06/26,,"EADS Astrium/Electronics and Telecommunications Research Institute (ETRI)","South Korea","Guiana Space Center","Ariane 5 ECA",2010-032A,36744,"Multi-mission satellite with three payloads: one for meteorology, one for ocean observation and one for communications."
"COMSATBw-1 (COmmunications SATellite für BundesWehr)",COMSATBw-1,Germany,Germany,"Armed Forces",Military,Communications,,GEO,,63,35773,35799,0.0003083784040231521,0.05,1436.1,2440,,3500,2009/10/01,15,"Thales Alenia Space",France/Italy,"Guiana Space Center","Ariane 5",2009-054B,35943,"Germany's first military communications satellite."
"COMSATBw-2 (COmmunications SATellite für BundesWehr)",COMSATBw-2,Germany,Germany,"Armed Forces",Military,Communications,,GEO,,13.2,35780,35794,0.00016604597101311762,0.08,1436.11,2440,,3500,2010/05/21,15,"Thales Alenia Space",France/Italy,"Guiana Space Center","Ariane 5",2010-021B,36582,"SHF (Super-High-Frequency), and UHF transponders (Ultra-High-Frequency)."
"Condor E2 ","Condor E2",NR,"South Africa","Armed Forces",Military,"Earth Observation","Radar Imaging",LEO,Polar,0,499,501,0.0001455604075691412,74.75,94.62,,,,2014/12/19,,"NPO Mashinostroyeniya",Russia,"Baikonur Cosmodrome",Strela,2014-084A,40353,"Radar earth observation satellite built for, reportedly, the military of South Africa under Project Flute."
"Coriolis (Windsat)",Coriolis,USA,USA,"US Air Force/ US Navy/NASA",Military,"Earth Observation",,LEO,Sun-Synchronous,0,820,841,0.0014582320672175543,98.8,101.5,817,395,1174,2003/01/06,3,"Spectrum Astro, Inc.",USA,"Vandenberg AFB","Titan 2",2003-001A,27640,"Monitor ocean winds and image Solar Mass Ejections (SME)."
"CORVUS BC1 (Landmapper)","CORVUS BC1",USA,USA,"Astro Digital",Commercial,"Earth Observation",,LEO,Sun-Synchronous,0,584,599,0.0010773540185304892,97.5,96.5,10,,,2017/07/12,,"Astro Digital",USA,"Baikonur Cosmodrome",Soyuz-2,2017-042X,42846,"First of earth imaging constellation; color and infrared cameras for wide-area imaging."
